sentença,julgamento,julgamento_2,dano_moral_individual,faixa_dano_moral_individual,data_julgamento,juiz,tipo_juiz,direito_de_arrependimento,descumprimento_de_oferta,extravio_definitivo,extravio_temporário,intervalo_extravio_temporário,faixa_intervalo_extravio_temporário,violação_furto_avaria,cancelamento/alteração_destino,atraso,intervalo_atraso,faixa_intervalo_atraso,culpa_exclusiva_consumidor,condições_climáticas/fechamento_aeroporto,noshow,overbooking,assistência_cia_aérea,hipervulnerável
1,parcial_procedente,-,"R$ 10,000.00",5,10/04/2019,Vânia Petermann,Titular,N,N,N,S,2,2,S,N,S,04:50:00,2,N,N,N,N,N,N
2,improcedente,-,R$ 0.00,0,07/03/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
3,parcial_procedente,-,"R$ 10,000.00",5,22/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,N,N,N,24:00:00,6,N,N,N,N,S,N
4,parcial_procedente,-,"R$ 10,000.00",5,18/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,N,N,N,22:00:00,5,N,N,N,N,S,S
5,parcial_procedente,-,"R$ 20,000.00",6,22/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,20,4,N,N,N,-,0,N,N,N,N,-,S
6,parcial_procedente,-,"R$ 10,000.00",5,27/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,14,4,N,N,N,-,0,N,N,N,N,-,N
7,improcedente,-,R$ 0.00,0,11/03/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,S,N,N,N,-,N
8,parcial_procedente,-,"R$ 5,000.00",3,27/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,N,N
9,parcial_procedente,-,"R$ 10,000.00",5,18/03/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,20:00:00,5,N,N,N,N,N,N
10,improcedente,-,R$ 0.00,0,27/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,N,N,S,02:00:00,1,S,N,N,N,S,N
11,parcial_procedente,-,"R$ 2,000.00",1,20/05/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,S,S
12,parcial_procedente,-,"R$ 6,000.00",3,18/03/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,14:00:00,4,N,N,N,N,S,N
13,parcial_procedente,-,"R$ 9,000.00",5,11/03/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,20:00:00,5,N,N,N,N,N,N
14,parcial_procedente,-,"R$ 10,000.00",5,08/03/2019,Vânia Petermann,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,-,N
15,parcial_procedente,-,"R$ 8,000.00",4,11/03/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,16:00:00,5,N,N,N,N,S,N
16,parcial_procedente,-,"R$ 13,000.00",6,27/03/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,21:00:00,5,N,N,N,N,N,S
17,parcial_procedente,-,"R$ 3,000.00",2,18/03/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,06:00:00,2,N,N,N,N,N,N
18,improcedente,-,R$ 0.00,0,18/03/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,12:00:00,4,N,S,N,N,S,N
19,total_procedente,-,"R$ 10,000.00",5,22/03/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,N,N,N,24:00:00,6,N,N,N,N,S,N
20,total_procedente,-,"R$ 9,700.00",5,26/03/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
21,parcial_procedente,-,"R$ 15,000.00",6,28/03/2019,Lucilene dos Santos,Substituto,N,N,N,S,4,3,N,N,S,08:00:00,3,N,N,N,S,S,S
22,parcial_procedente,-,"R$ 4,000.00",2,29/03/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,N,N
23,parcial_procedente,-,"R$ 10,000.00",5,05/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,N,N
24,parcial_procedente,-,"R$ 13,000.00",6,04/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
25,parcial_procedente,-,"R$ 10,000.00",5,05/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,N,N
26,parcial_procedente,-,"R$ 10,000.00",5,04/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,S,N
27,parcial_procedente,-,"R$ 12,000.00",6,05/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,25:00:00,6,N,N,N,N,S,N
28,parcial_procedente,-,"R$ 4,000.00",2,05/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,06:00:00,2,N,N,N,N,S,N
29,total_procedente,-,"R$ 7,000.00",4,09/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,13:00:00,4,N,N,N,N,S,N
30,parcial_procedente,-,"R$ 5,000.00",3,11/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,N,N
31,parcial_procedente,-,"R$ 12,000.00",6,09/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,19:00:00,5,N,N,N,N,S,N
32,parcial_procedente,-,"R$ 2,000.00",1,09/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,04:25:00,2,N,N,N,N,N,N
33,parcial_procedente,-,"R$ 2,000.00",1,09/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,06:30:00,2,N,N,N,N,N,N
34,total_procedente,-,"R$ 15,000.00",6,11/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,41:55:00,7,N,N,N,N,S,N
35,parcial_procedente,-,"R$ 5,000.00",3,11/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,N,N
36,parcial_procedente,-,"R$ 15,000.00",6,29/04/2019,Vânia Petermann,Titular,N,N,N,S,1,1,N,N,S,24:00:00,6,N,N,N,N,S,N
37,parcial_procedente,-,"R$ 3,000.00",2,15/04/2019,Vânia Petermann,Titular,N,N,N,S,2,2,N,N,N,-,0,N,N,N,N,-,N
38,parcial_procedente,-,"R$ 2,000.00",1,15/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,07:15:00,2,N,N,N,N,S,N
39,parcial_procedente,-,"R$ 12,000.00",6,15/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,48:00:00,7,N,N,N,N,N,N
40,total_procedente,-,"R$ 6,000.00",3,16/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,24:00:00,6,N,N,N,N,S,N
41,parcial_procedente,-,"R$ 6,000.00",3,16/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,13:30:00,4,N,N,N,N,S,N
42,parcial_procedente,-,"R$ 11,000.00",6,16/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,20:00:00,5,N,N,N,N,N,N
43,parcial_procedente,-,"R$ 4,000.00",2,16/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,06:00:00,2,N,N,N,N,S,N
44,parcial_procedente,-,"R$ 10,000.00",5,16/04/2019,Vânia Petermann,Titular,N,N,N,S,10,4,N,N,N,-,0,N,N,N,N,-,N
44,parcial_procedente,-,"R$ 7,500.00",4,16/04/2019,Vânia Petermann,Titular,N,N,N,S,5,3,N,N,N,-,0,N,N,N,N,-,N
45,parcial_procedente,-,"R$ 10,000.00",5,25/04/2019,Vânia Petermann,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,-,N
46,parcial_procedente,-,"R$ 3,000.00",2,22/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,N,N
47,parcial_procedente,-,"R$ 2,250.00",2,22/04/2019,Vânia Petermann,Titular,N,N,N,S,3,2,N,N,N,-,0,N,N,N,N,-,S
48,parcial_procedente,-,"R$ 10,000.00",5,29/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,18:00:00,5,N,N,N,N,S,N
49,parcial_procedente,-,"R$ 4,500.00",3,29/04/2019,Vânia Petermann,Titular,N,N,N,S,3,2,N,N,N,-,0,N,N,N,N,-,N
50,parcial_procedente,-,"R$ 4,000.00",2,23/04/2019,Vânia Petermann,Titular,N,N,N,S,4,3,N,N,N,-,0,N,N,N,N,-,N
51,parcial_procedente,-,"R$ 5,000.00",3,24/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,-,N
52,parcial_procedente,-,"R$ 6,000.00",3,30/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,N,N
53,parcial_procedente,-,"R$ 14,000.00",6,29/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
54,parcial_procedente,-,"R$ 5,000.00",3,30/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
55,parcial_procedente,-,"R$ 10,000.00",5,30/04/2019,Vânia Petermann,Titular,N,N,N,S,15,4,N,N,N,-,0,N,N,N,N,-,N
56,parcial_procedente,-,"R$ 6,000.00",3,30/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,N,N
57,parcial_procedente,-,"R$ 6,000.00",3,30/04/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,N,N
58,parcial_procedente,-,"R$ 2,000.00",1,30/04/2019,Vânia Petermann,Titular,N,N,N,S,3,2,N,N,N,-,0,N,N,N,N,-,N
59,total_procedente,-,"R$ 5,000.00",3,02/05/2019,Vânia Petermann,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,-,N
60,parcial_procedente,-,"R$ 7,000.00",4,02/05/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,13:15:00,4,N,N,N,N,N,N
61,parcial_procedente,-,R$ 0.00,0,02/05/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
61,parcial_procedente,-,"R$ 5,000.00",3,02/05/2019,Vânia Petermann,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,-,N
62,parcial_procedente,-,"R$ 5,000.00",3,03/05/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,06:00:00,2,N,N,N,S,N,N
63,parcial_procedente,-,"R$ 5,000.00",3,03/05/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,S,N,N,N
64,extinto,total_procedente,R$ 0.00,0,03/05/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,48:00:00,7,N,N,N,N,S,N
65,parcial_procedente,-,"R$ 5,000.00",3,09/05/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
66,improcedente,-,R$ 0.00,0,10/05/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,00:35:00,1,S,N,N,N,N,N
67,parcial_procedente,-,"R$ 10,000.00",5,10/05/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,28:00:00,7,N,N,N,N,N,N
68,parcial_procedente,-,"R$ 5,000.00",3,15/05/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
69,parcial_procedente,-,"R$ 15,000.00",6,15/05/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,48:00:00,7,N,N,N,N,N,N
70,parcial_procedente,-,"R$ 2,000.00",1,17/05/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,04:45:00,2,N,N,N,N,N,N
71,parcial_procedente,-,"R$ 2,000.00",1,17/05/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,05:20:00,2,N,N,N,N,S,N
72,parcial_procedente,-,"R$ 10,000.00",5,10/01/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,20:30:00,5,N,N,N,N,S,N
73,parcial_procedente,-,"R$ 11,000.00",6,10/01/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,S,N
74,parcial_procedente,-,"R$ 10,000.00",5,10/01/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,S,N
75,parcial_procedente,-,"R$ 2,000.00",1,15/01/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,S,N
76,parcial_procedente,-,"R$ 6,000.00",3,18/12/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,N,N
77,parcial_procedente,-,"R$ 10,000.00",5,23/01/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,48:00:00,7,N,N,N,N,N,N
78,parcial_procedente,-,"R$ 17,000.00",6,21/01/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,48:00:00,7,N,N,N,S,N,N
79,parcial_procedente,-,"R$ 5,000.00",3,22/01/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,S,N,N,N
80,parcial_procedente,-,"R$ 10,000.00",5,21/01/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,S,N
81,parcial_procedente,-,"R$ 7,000.00",4,25/01/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,N,S
82,parcial_procedente,-,R$ 0.00,0,29/01/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
83,improcedente,-,R$ 0.00,0,25/01/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,02:50:00,1,N,N,N,N,N,N
84,parcial_procedente,-,"R$ 5,000.00",3,04/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
85,parcial_procedente,-,R$ 0.00,0,05/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,-,N
86,parcial_procedente,-,"R$ 2,000.00",1,06/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,N,N
87,parcial_procedente,-,R$ 0.00,0,14/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
88,parcial_procedente,-,"R$ 4,000.00",2,06/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,N,N,N,-,0,N,N,S,N,-,N
89,parcial_procedente,-,"R$ 15,000.00",6,06/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
90,parcial_procedente,-,"R$ 4,000.00",2,07/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,N,N,S,10:00:00,3,N,N,N,N,S,N
91,parcial_procedente,-,"R$ 6,000.00",3,19/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,N,N
92,parcial_procedente,-,"R$ 5,000.00",3,19/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,N,N,S,06:00:00,2,N,N,N,N,N,N
93,parcial_procedente,-,"R$ 7,000.00",4,19/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,N,N
93,parcial_procedente,-,"R$ 7,000.00",4,19/02/2019,Lucilene dos Santos,Substituto,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,N,N
94,parcial_procedente,-,"R$ 5,000.00",3,18/02/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,N,N
95,improcedente,-,R$ 0.00,0,21/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,02:00:00,1,N,N,N,N,N,N
96,improcedente,-,R$ 0.00,0,20/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,S,N,-,0,N,S,N,N,N,N
97,parcial_procedente,-,"R$ 5,000.00",3,24/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,11:00:00,3,N,N,N,S,N,N
98,total_procedente,-,"R$ 10,000.00",5,24/09/2018,Rodrigo Clímaco José,Substituto,N,N,N,S,2,2,N,N,N,-,0,N,N,N,N,-,N
99,total_procedente,-,"R$ 2,852.04",2,24/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
100,total_procedente,-,"R$ 7,000.00",4,25/09/2018,Rômulo Vinicius Finato,Substituto,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
101,parcial_procedente,-,"R$ 1,000.00",1,26/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,S,1,1,N,N,N,-,0,N,N,N,N,-,N
102,parcial_procedente,-,R$ 0.00,0,27/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
103,parcial_procedente,-,"R$ 8,000.00",4,28/08/2018,Letícia Bodanese Rodegheri,Substituto,N,N,N,N,-,0,N,N,N,-,0,N,N,S,N,-,N
104,parcial_procedente,-,"R$ 5,000.00",3,04/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,S,N,-,0,N,N,S,N,N,N
105,parcial_procedente,-,"R$ 2,000.00",1,02/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,N,N
106,total_procedente,-,"R$ 4,000.00",2,02/10/2018,Raul Bertani de Campos,Substituto,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
107,parcial_procedente,-,"R$ 1,000.00",1,03/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,03:00:00,1,N,N,N,N,N,N
109,parcial_procedente,-,"R$ 5,000.00",3,03/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,10:00:00,3,N,N,N,N,-,N
110,improcedente,-,R$ 0.00,0,04/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,N,-,0,S,N,N,N,N,N
111,improcedente,-,R$ 0.00,0,05/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,S,N,-,0,N,S,N,N,-,N
112,improcedente,-,R$ 0.00,0,08/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,N,N
113,parcial_procedente,-,"R$ 10,000.00",5,08/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,-,N
114,parcial_procedente,-,R$ 0.00,0,09/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,00:15:00,1,N,N,N,N,N,N
115,parcial_procedente,-,"R$ 10,000.00",5,10/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,N,N
116,parcial_procedente,-,"R$ 5,000.00",3,10/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,11:00:00,3,N,N,N,N,-,N
117,parcial_procedente,-,"R$ 5,000.00",3,10/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,06:00:00,2,N,N,N,N,N,N
118,parcial_procedente,-,"R$ 3,000.00",2,10/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,04:50:00,2,N,N,N,N,N,N
119,parcial_procedente,-,"R$ 3,500.00",2,11/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,06:00:00,2,N,N,N,N,N,N
120,improcedente,-,R$ 0.00,0,11/10/2018,Bruna Luiza Hoffmann,Substituto,N,N,N,N,-,0,N,N,N,-,0,S,N,N,N,S,N
121,parcial_procedente,-,"R$ 4,000.00",2,11/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,04:50:00,2,N,N,N,N,-,N
122,total_procedente,-,"R$ 4,000.00",2,11/10/2018,Gabriel Marcon Dalponte,Substituto,N,N,N,N,-,0,N,N,S,05:20:00,2,N,N,N,N,S,N
123,total_procedente,-,"R$ 7,000.00",4,11/10/2018,Gabriel Marcon Dalponte,Substituto,N,N,N,N,-,0,N,N,S,13:20:00,4,N,N,N,N,S,N
124,parcial_procedente,-,"R$ 11,000.00",6,15/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
125,parcial_procedente,-,"R$ 10,000.00",5,05/11/2018,Marcelo Pizolati,Titular,N,N,N,N,-,0,N,N,S,22:00:00,5,N,N,N,N,N,N
126,parcial_procedente,-,"R$ 2,000.00",1,15/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,S,N
127,total_procedente,-,"R$ 10,000.00",5,17/10/2018,Janaína Alexandre Linsmeyer Berbigier,Substituto,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,N,N
128,parcial_procedente,-,"R$ 5,000.00",3,18/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,48:00:00,7,N,N,N,N,-,N
129,parcial_procedente,-,"R$ 10,000.00",5,26/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,N,S
130,parcial_procedente,-,"R$ 5,000.00",3,22/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,-,N
131,parcial_procedente,-,"R$ 20,000.00",6,23/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,35:00:00,7,N,N,N,N,N,S
132,parcial_procedente,extinto,"R$ 15,000.00",6,26/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,27:15:00,6,N,N,N,N,S,N
133,parcial_procedente,-,"R$ 3,000.00",2,28/11/2018,Leone Carlos Martins Júnior,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,N,N
134,total_procedente,-,"R$ 5,000.00",3,30/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,-,N
135,total_procedente,-,"R$ 10,000.00",5,31/10/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,S,N
136,parcial_procedente,-,"R$ 5,000.00",3,07/12/2018,Leone Carlos Martins Júnior,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,S,N,N,N
137,parcial_procedente,-,"R$ 6,000.00",3,01/11/2018,Marcelo Pizolati,Titular,N,N,N,N,-,0,N,N,S,15:00:00,4,N,N,N,N,N,N
138,total_procedente,-,"R$ 10,000.00",5,01/11/2018,Marcelo Pizolati,Titular,N,N,N,N,-,0,N,N,S,23:00:00,5,N,N,N,N,S,N
139,parcial_procedente,-,"R$ 7,000.00",4,05/11/2018,Marcelo Pizolati,Titular,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,S,N
140,parcial_procedente,improcedente,"R$ 3,000.00",2,07/11/2018,Marcelo Pizolati,Titular,N,N,N,N,-,0,N,N,S,04:50:00,2,N,N,N,N,N,N
141,parcial_procedente,-,"R$ 1,000.00",1,28/11/2018,Leone Carlos Martins Júnior,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,N,N
142,parcial_procedente,-,"R$ 2,000.00",1,21/11/2018,Marcelo Pizolati,Titular,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,-,N
143,parcial_procedente,-,"R$ 13,000.00",6,14/11/2018,Leone Carlos Martins Júnior,Titular,N,N,N,N,-,0,N,N,S,48:00:00,7,N,N,N,N,N,N
144,parcial_procedente,-,"R$ 2,250.00",2,20/07/2018,Vânia Petermann,Titular,N,N,N,S,3,2,N,N,N,-,0,N,N,N,N,N,N
145,parcial_procedente,-,"R$ 4,000.00",2,20/07/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,-,N
146,parcial_procedente,-,"R$ 4,000.00",2,20/07/2018,Vânia Petermann,Titular,N,N,S,N,8,4,N,N,N,-,0,N,N,N,N,S,N
147,parcial_procedente,-,"R$ 3,000.00",2,26/07/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,05:44:00,2,N,N,N,N,-,N
148,parcial_procedente,-,"R$ 5,000.00",3,27/07/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
149,total_procedente,-,"R$ 5,000.00",3,27/07/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
150,improcedente,-,R$ 0.00,0,31/07/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,09:00:00,3,N,S,N,N,N,N
151,parcial_procedente,-,"R$ 2,000.00",1,01/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,S,N
152,parcial_procedente,-,"R$ 6,000.00",3,08/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
153,parcial_procedente,-,"R$ 5,000.00",3,02/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,10:00:00,3,N,N,N,N,N,N
154,parcial_procedente,-,"R$ 5,000.00",3,02/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
155,parcial_procedente,-,"R$ 6,000.00",3,06/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,N,N
156,parcial_procedente,-,"R$ 4,500.00",3,07/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,N,N
157,parcial_procedente,-,"R$ 10,000.00",5,08/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,10:00:00,3,N,N,N,N,-,N
158,parcial_procedente,-,"R$ 2,000.00",1,27/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,S,N,N,N,N
159,parcial_procedente,-,"R$ 12,000.00",6,08/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
160,total_procedente,-,"R$ 7,496.00",4,09/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
161,parcial_procedente,-,"R$ 6,000.00",3,09/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
162,parcial_procedente,-,"R$ 10,000.00",5,09/08/2018,Vânia Petermann,Titular,N,N,N,S,1,1,N,S,N,-,0,N,N,N,N,N,N
